ds,y
2019/6/12,79.699997
2019/6/13,79.050003
2019/6/14,78.900002
2019/6/17,78.699997
2019/6/18,78.900002
2019/6/19,80.75
2019/6/20,80.849998
2019/6/21,80.849998
2019/6/24,81.199997
2019/6/25,80.75
2019/6/26,80.349998
2019/6/27,81.5
2019/6/28,80.900002
2019/7/1,82.650002
2019/7/2,82.449997
2019/7/3,81.5
2019/7/4,82
2019/7/5,81.900002
2019/7/8,81.599998
2019/7/9,81.5
2019/7/10,82.199997
2019/7/11,82.849998
2019/7/12,82.75
2019/7/15,83.199997
